# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2025-04-07
#
# GRDC-No.:              3103500
# River:                 RIO MAGDALENA
# Station:               PUERTO BERRIO
# Country:               CO
# Latitude (DD):       6.5
# Longitude (DD):      -74.38
# Catchment area (km²):      74410.0
# Altitude (m ASL):        1570.0
# Next downstream station:      3103300
# Remarks:               
# Owner of original data: Instituto de Hidrología, Meteorología y Estudios Ambientales
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1936-01 - 2024-08
# No. of years:          89
# Last update:           2024-10-07
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 32380
# DATA
YYYY-MM-DD;hh:mm; Value
1954-05-18;--:--;   3196.000
1954-05-19;--:--;   3024.000
1954-05-20;--:--;   3024.000
1954-05-21;--:--;   3274.000
1954-05-22;--:--;   3274.000
1954-05-23;--:--;   3235.000
1954-05-24;--:--;   3660.000
1954-05-25;--:--;   3365.000
1954-05-26;--:--;   3404.000
1954-05-27;--:--;   3300.000
1954-05-28;--:--;   3300.000
1954-05-29;--:--;   3580.000
1954-05-30;--:--;   3580.000
1954-05-31;--:--;   2855.000
1954-06-01;--:--;   2646.000
1954-06-02;--:--;   2610.000
1954-06-03;--:--;   2610.000
1954-06-04;--:--;   2920.000
1954-06-05;--:--;   2694.000
1954-06-06;--:--;   2550.000
1954-06-07;--:--;   2574.000
1954-06-08;--:--;   2526.000
1954-06-09;--:--;   2300.000
1954-06-10;--:--;   2154.000
1954-06-11;--:--;   2076.000
1954-06-12;--:--;   1990.000
1954-06-13;--:--;   2404.000
1954-06-14;--:--;   2694.000
1954-06-15;--:--;   3460.000
1954-06-16;--:--;   3460.000
1954-06-17;--:--;   3404.000
1954-06-18;--:--;   3050.000
1954-06-19;--:--;   3235.000
1954-06-20;--:--;   3365.000
1954-06-21;--:--;   3430.000
1954-06-22;--:--;   3326.000
1954-06-23;--:--;   3024.000
1954-06-24;--:--;   3505.000
1954-06-25;--:--;   3550.000
1954-06-26;--:--;   3430.000
1954-06-27;--:--;   4306.000
1954-06-28;--:--;   3708.000
1954-06-29;--:--;   3708.000
1954-06-30;--:--;   3274.000
1954-07-01;--:--;   3170.000
1954-07-02;--:--;   3110.000
1954-07-03;--:--;   2855.000
1954-07-04;--:--;   2790.000
1954-07-05;--:--;   3024.000
1954-07-06;--:--;   4080.000
1954-07-07;--:--;   4306.000
1954-07-08;--:--;   3936.000
1954-07-09;--:--;   3365.000
1954-07-10;--:--;   3460.000
1954-07-11;--:--;   3868.000
1954-07-12;--:--;   3550.000
1954-07-13;--:--;   3146.000
1954-07-14;--:--;   3365.000
1954-07-15;--:--;   3235.000
1954-07-16;--:--;   3170.000
1954-07-17;--:--;   3235.000
1954-07-18;--:--;   3050.000
1954-07-19;--:--;   2855.000
1954-07-20;--:--;   2855.000
1954-07-21;--:--;   2816.000
1954-07-22;--:--;   2730.000
1954-07-23;--:--;   2526.000
1954-07-24;--:--;   2404.000
1954-07-25;--:--;   2326.000
1954-07-26;--:--;   2430.000
1954-07-27;--:--;   2300.000
1954-07-28;--:--;   2574.000
1954-07-29;--:--;   2855.000
1954-07-30;--:--;   3146.000
1954-07-31;--:--;   3170.000
1954-08-01;--:--;   3235.000
1954-08-02;--:--;   3074.000
1954-08-03;--:--;   3074.000
1954-08-04;--:--;   2985.000
1954-08-05;--:--;   3708.000
1954-08-06;--:--;   3146.000
1954-08-07;--:--;   3050.000
1954-08-08;--:--;   3050.000
1954-08-09;--:--;   2946.000
1954-08-10;--:--;   2816.000
1954-08-11;--:--;   2816.000
1954-08-12;--:--;   2894.000
1954-08-13;--:--;   3460.000
1954-08-14;--:--;   3660.000
1954-08-15;--:--;   3505.000
1954-08-16;--:--;   3050.000
1954-08-17;--:--;   2694.000
1954-08-18;--:--;   2550.000
1954-08-19;--:--;   2454.000
1954-08-20;--:--;   2526.000
1954-08-21;--:--;   2526.000
1954-08-22;--:--;   2454.000
1954-08-23;--:--;   2855.000
1954-08-24;--:--;   2816.000
1954-08-25;--:--;   2946.000
1954-08-26;--:--;   2526.000
1954-08-27;--:--;   2694.000
1954-08-28;--:--;   2550.000
1954-08-29;--:--;   2766.000
1954-08-30;--:--;   2240.000
1954-08-31;--:--;   2026.000
1954-09-01;--:--;   2204.000
1954-09-02;--:--;   1954.000
1954-09-03;--:--;   2180.000
1954-09-04;--:--;   2574.000
1954-09-05;--:--;   2326.000
1954-09-06;--:--;   2404.000
1954-09-07;--:--;   2646.000
1954-09-08;--:--;   2430.000
1954-09-09;--:--;   2790.000
1954-09-10;--:--;   2490.000
1954-09-11;--:--;   2526.000
1954-09-12;--:--;   2816.000
1954-09-13;--:--;   2574.000
1954-09-14;--:--;   2300.000
1954-09-15;--:--;   2154.000
1954-09-16;--:--;   2276.000
1954-09-17;--:--;   2694.000
1954-09-18;--:--;   2490.000
1954-09-19;--:--;   2454.000
1954-09-20;--:--;   2454.000
1954-09-21;--:--;   2076.000
1954-09-22;--:--;   1990.000
1954-09-23;--:--;   1954.000
1954-09-24;--:--;   2026.000
1954-09-25;--:--;   2180.000
1954-09-26;--:--;   2154.000
1954-09-27;--:--;   2050.000
1954-09-28;--:--;   2454.000
1954-09-29;--:--;   2276.000
1954-09-30;--:--;   2404.000
1954-10-01;--:--;   2404.000
1954-10-02;--:--;   2790.000
1954-10-03;--:--;   2790.000
1954-10-04;--:--;   2610.000
1954-10-05;--:--;   2646.000
1954-10-06;--:--;   3050.000
1954-10-07;--:--;   3900.000
1954-10-08;--:--;   3300.000
1954-10-09;--:--;   3365.000
1954-10-10;--:--;   3460.000
1954-10-11;--:--;   3024.000
1954-10-12;--:--;   3050.000
1954-10-13;--:--;   3708.000
1954-10-14;--:--;   3365.000
1954-10-15;--:--;   4175.000
1954-10-16;--:--;   4488.000
1954-10-17;--:--;   4792.000
1954-10-18;--:--;   5460.000
1954-10-19;--:--;   5350.000
1954-10-20;--:--;   5350.000
1954-10-21;--:--;   5130.000
1954-10-22;--:--;   5416.000
1954-10-23;--:--;   5350.000
1954-10-24;--:--;   5680.000
1954-10-25;--:--;   5718.000
1954-10-26;--:--;   5500.000
1954-10-27;--:--;   5064.000
1954-10-28;--:--;   6022.000
1954-10-29;--:--;   5870.000
1954-10-30;--:--;   5870.000
1954-10-31;--:--;   5832.000
1954-11-01;--:--;   5350.000
1954-11-02;--:--;   5130.000
1954-11-03;--:--;   4792.000
1954-11-04;--:--;   4118.000
1954-11-05;--:--;   3900.000
1954-11-06;--:--;   3936.000
1954-11-07;--:--;   4545.000
1954-11-08;--:--;   4080.000
1954-11-09;--:--;   4735.000
1954-11-10;--:--;   4868.000
1954-11-11;--:--;   4925.000
1954-11-12;--:--;   4678.000
1954-11-13;--:--;   3820.000
1954-11-14;--:--;   3300.000
1954-11-15;--:--;   3326.000
1954-11-16;--:--;   3235.000
1954-11-17;--:--;   3074.000
1954-11-18;--:--;   3235.000
1954-11-19;--:--;   4118.000
1954-11-20;--:--;   4602.000
1954-11-21;--:--;   5416.000
1954-11-22;--:--;   5240.000
1954-11-23;--:--;   4450.000
1954-11-24;--:--;   3900.000
1954-11-25;--:--;   3612.000
1954-11-26;--:--;   3900.000
1954-11-27;--:--;   3196.000
1954-11-28;--:--;   3074.000
1954-11-29;--:--;   2920.000
1954-11-30;--:--;   2790.000
1954-12-01;--:--;   2670.000
1954-12-02;--:--;   3235.000
1954-12-03;--:--;   2946.000
1954-12-04;--:--;   3274.000
1954-12-05;--:--;   3024.000
1954-12-06;--:--;   2766.000
1954-12-07;--:--;   2855.000
1954-12-08;--:--;   3110.000
1954-12-09;--:--;   3146.000
1954-12-10;--:--;   3170.000
1954-12-11;--:--;   3300.000
1954-12-12;--:--;   3365.000
1954-12-13;--:--;   3460.000
1954-12-14;--:--;   3990.000
1954-12-15;--:--;   3740.000
1954-12-16;--:--;   3936.000
1954-12-17;--:--;   3365.000
1954-12-18;--:--;   3074.000
1954-12-19;--:--;   3404.000
1954-12-20;--:--;   2985.000
1954-12-21;--:--;   3170.000
1954-12-22;--:--;   3300.000
1954-12-23;--:--;   3505.000
1954-12-24;--:--;   4545.000
1954-12-25;--:--;   3708.000
1954-12-26;--:--;   3900.000
1954-12-27;--:--;   3110.000
1954-12-28;--:--;   3170.000
1954-12-29;--:--;   3740.000
1954-12-30;--:--;   3460.000
1954-12-31;--:--;   3235.000
1955-01-01;--:--;   3430.000
1955-01-02;--:--;   3430.000
1955-01-03;--:--;   3326.000
1955-01-04;--:--;   3196.000
1955-01-05;--:--;   3146.000
1955-01-06;--:--;   3300.000
1955-01-07;--:--;   3772.000
1955-01-08;--:--;   3580.000
1955-01-09;--:--;   3196.000
1955-01-10;--:--;   3050.000
1955-01-11;--:--;   2855.000
1955-01-12;--:--;   2855.000
1955-01-13;--:--;   2790.000
1955-01-14;--:--;   2694.000
1955-01-15;--:--;   2790.000
1955-01-16;--:--;   2430.000
1955-01-17;--:--;   2610.000
1955-01-18;--:--;   2430.000
1955-01-19;--:--;   2300.000
1955-01-20;--:--;   2276.000
1955-01-21;--:--;   2050.000
1955-01-22;--:--;   1954.000
1955-01-23;--:--;   1810.000
1955-01-24;--:--;   1810.000
1955-01-25;--:--;   1664.000
1955-01-26;--:--;   1534.000
1955-01-27;--:--;   1430.000
1955-01-28;--:--;   1340.000
1955-01-29;--:--;   1320.000
1955-01-30;--:--;   1348.000
1955-01-31;--:--;   1300.000
1955-02-01;--:--;   1320.000
1955-02-02;--:--;   1300.000
1955-02-03;--:--;   1586.000
1955-02-04;--:--;   1495.000
1955-02-05;--:--;   1930.000
1955-02-06;--:--;   1966.000
1955-02-07;--:--;   1586.000
1955-02-08;--:--;   2180.000
1955-02-09;--:--;   1664.000
1955-02-10;--:--;   1750.000
1955-02-11;--:--;   1625.000
1955-02-12;--:--;   1586.000
1955-02-13;--:--;   1714.000
1955-02-14;--:--;   1560.000
1955-02-15;--:--;   1495.000
1955-02-16;--:--;   1456.000
1955-02-17;--:--;   1270.000
1955-02-18;--:--;   1270.000
1955-02-19;--:--;   1560.000
1955-02-20;--:--;   1534.000
1955-02-21;--:--;   1270.000
1955-02-22;--:--;   1810.000
1955-02-23;--:--;   1786.000
1955-02-24;--:--;   1495.000
1955-02-25;--:--;   2240.000
1955-02-26;--:--;   1954.000
1955-02-27;--:--;   2454.000
1955-02-28;--:--;   2670.000
1955-03-01;--:--;   2670.000
1955-03-02;--:--;   2920.000
1955-03-03;--:--;   3024.000
1955-03-04;--:--;   2790.000
1955-03-05;--:--;   2454.000
1955-03-06;--:--;   2276.000
1955-03-07;--:--;   2180.000
1955-03-08;--:--;   2180.000
1955-03-09;--:--;   2300.000
1955-03-10;--:--;   2180.000
1955-03-11;--:--;   2694.000
1955-03-12;--:--;   2646.000
1955-03-13;--:--;   2574.000
1955-03-14;--:--;   2816.000
1955-03-15;--:--;   2790.000
1955-03-16;--:--;   3505.000
1955-03-17;--:--;   2404.000
1955-03-18;--:--;   3074.000
1955-03-19;--:--;   2454.000
1955-03-20;--:--;   2610.000
1955-03-21;--:--;   2855.000
1955-03-22;--:--;   2855.000
1955-03-23;--:--;   2670.000
1955-03-24;--:--;   2985.000
1955-03-25;--:--;   3274.000
1955-03-26;--:--;   3740.000
1955-03-27;--:--;   3430.000
1955-03-28;--:--;   3326.000
1955-03-29;--:--;   3404.000
1955-03-30;--:--;   3550.000
1955-03-31;--:--;   3505.000
1955-04-01;--:--;   3990.000
1955-04-02;--:--;   4830.000
1955-04-03;--:--;   5130.000
1955-04-04;--:--;   4450.000
1955-04-05;--:--;   4080.000
1955-04-06;--:--;   3936.000
1955-04-07;--:--;   3580.000
1955-04-08;--:--;   3300.000
1955-04-09;--:--;   3430.000
1955-04-10;--:--;   3074.000
1955-04-11;--:--;   2946.000
1955-04-12;--:--;   3274.000
1955-04-13;--:--;   3274.000
1955-04-14;--:--;   3404.000
1955-04-15;--:--;   3550.000
1955-04-16;--:--;   3936.000
1955-04-17;--:--;   4602.000
1955-04-18;--:--;   4830.000
1955-04-19;--:--;   5284.000
1955-04-20;--:--;   5020.000
1955-04-21;--:--;   4925.000
1955-04-22;--:--;   3740.000
1955-04-23;--:--;   3365.000
1955-04-24;--:--;   3326.000
1955-04-25;--:--;   3365.000
1955-04-26;--:--;   3365.000
1955-04-27;--:--;   4170.000
1955-04-28;--:--;   4170.000
1955-04-29;--:--;   4792.000
1955-04-30;--:--;   4118.000
1955-05-01;--:--;   4360.000
1955-05-02;--:--;   4306.000
1955-05-03;--:--;   3990.000
1955-05-04;--:--;   3772.000
1955-05-05;--:--;   4545.000
1955-05-06;--:--;   4792.000
1955-05-07;--:--;   4640.000
1955-05-08;--:--;   4414.000
1955-05-09;--:--;   4640.000
1955-05-10;--:--;   3772.000
1955-05-11;--:--;   3274.000
1955-05-12;--:--;   3430.000
1955-05-13;--:--;   3146.000
1955-05-14;--:--;   3050.000
1955-05-15;--:--;   3050.000
1955-05-16;--:--;   2894.000
1955-05-17;--:--;   2526.000
1955-05-18;--:--;   2550.000
1955-05-19;--:--;   2646.000
1955-05-20;--:--;   2526.000
1955-05-21;--:--;   2816.000
1955-05-22;--:--;   2526.000
1955-05-23;--:--;   2730.000
1955-05-24;--:--;   2920.000
1955-05-25;--:--;   2985.000
1955-05-26;--:--;   3772.000
1955-05-27;--:--;   4118.000
1955-05-28;--:--;   3772.000
1955-05-29;--:--;   3612.000
1955-05-30;--:--;   3772.000
1955-05-31;--:--;   3235.000
1955-06-01;--:--;   2855.000
1955-06-02;--:--;   2985.000
1955-06-03;--:--;   3660.000
1955-06-04;--:--;   3868.000
1955-06-05;--:--;   3868.000
1955-06-06;--:--;   4080.000
1955-06-07;--:--;   3430.000
1955-06-08;--:--;   3235.000
1955-06-09;--:--;   3660.000
1955-06-10;--:--;   3300.000
1955-06-11;--:--;   3024.000
1955-06-12;--:--;   2790.000
1955-06-13;--:--;   2730.000
1955-06-14;--:--;   1610.000
1955-06-15;--:--;   3196.000
1955-06-16;--:--;   3110.000
1955-06-17;--:--;   3300.000
1955-06-18;--:--;   2946.000
1955-06-19;--:--;   2790.000
1955-06-20;--:--;   2646.000
1955-06-21;--:--;   2526.000
1955-06-22;--:--;   2300.000
1955-06-23;--:--;   2180.000
1955-06-24;--:--;   2204.000
1955-06-25;--:--;   1990.000
1955-06-26;--:--;   2026.000
1955-06-27;--:--;   2526.000
1955-06-28;--:--;   3050.000
1955-06-29;--:--;   2670.000
1955-06-30;--:--;   2276.000
1955-07-01;--:--;   2300.000
1955-07-02;--:--;   2574.000
1955-07-03;--:--;   2550.000
1955-07-04;--:--;   2430.000
1955-07-05;--:--;   2766.000
1955-07-06;--:--;   2816.000
1955-07-07;--:--;   2855.000
1955-07-08;--:--;   3050.000
1955-07-09;--:--;   2946.000
1955-07-10;--:--;   3300.000
1955-07-11;--:--;   3365.000
1955-07-12;--:--;   3430.000
1955-07-13;--:--;   3235.000
1955-07-14;--:--;   3196.000
1955-07-15;--:--;   3196.000
1955-07-16;--:--;   3365.000
1955-07-17;--:--;   3430.000
1955-07-18;--:--;   3740.000
1955-07-19;--:--;   3170.000
1955-07-20;--:--;   4175.000
1955-07-21;--:--;   3820.000
1955-07-22;--:--;   3708.000
1955-07-23;--:--;   2855.000
1955-07-24;--:--;   3024.000
1955-07-25;--:--;   2855.000
1955-07-26;--:--;   2766.000
1955-07-27;--:--;   2694.000
1955-07-28;--:--;   2855.000
1955-07-29;--:--;   2946.000
1955-07-30;--:--;   2550.000
1955-07-31;--:--;   2454.000
1955-08-01;--:--;   2454.000
1955-08-02;--:--;   2276.000
1955-08-03;--:--;   2454.000
1955-08-04;--:--;   2790.000
1955-08-05;--:--;   2026.000
1955-08-06;--:--;   1834.000
1955-08-07;--:--;   1714.000
1955-08-08;--:--;   1870.000
1955-08-09;--:--;   2050.000
1955-08-10;--:--;   2490.000
1955-08-11;--:--;   2490.000
1955-08-12;--:--;   2670.000
1955-08-13;--:--;   1954.000
1955-08-14;--:--;   2050.000
1955-08-15;--:--;   2026.000
1955-08-16;--:--;   2050.000
1955-08-17;--:--;   1990.000
1955-08-18;--:--;   1930.000
1955-08-19;--:--;   2730.000
1955-08-20;--:--;   2300.000
1955-08-21;--:--;   2694.000
1955-08-22;--:--;   2490.000
1955-08-23;--:--;   2670.000
1955-08-24;--:--;   2646.000
1955-08-25;--:--;   2550.000
1955-08-26;--:--;   2694.000
1955-08-27;--:--;   2404.000
1955-08-28;--:--;   2404.000
1955-08-29;--:--;   2240.000
1955-08-30;--:--;   2300.000
1955-08-31;--:--;   2076.000
1955-09-01;--:--;   2076.000
1955-09-02;--:--;   2610.000
1955-09-03;--:--;   2646.000
1955-09-04;--:--;   2430.000
1955-09-05;--:--;   2490.000
1955-09-06;--:--;   2300.000
1955-09-07;--:--;   2026.000
1955-09-08;--:--;   2115.000
1955-09-09;--:--;   2076.000
1955-09-10;--:--;   2526.000
1955-09-11;--:--;   2526.000
1955-09-12;--:--;   2694.000
1955-09-13;--:--;   2855.000
1955-09-14;--:--;   2646.000
1955-09-15;--:--;   2790.000
1955-09-16;--:--;   2490.000
1955-09-17;--:--;   2670.000
1955-09-18;--:--;   2730.000
1955-09-19;--:--;   2490.000
1955-09-20;--:--;   2670.000
1955-09-21;--:--;   2730.000
1955-09-22;--:--;   2490.000
1955-09-23;--:--;   2300.000
1955-09-24;--:--;   2670.000
1955-09-25;--:--;   2276.000
1955-09-26;--:--;   2076.000
1955-09-27;--:--;   2180.000
1955-09-28;--:--;   1954.000
1955-09-29;--:--;   1906.000
1955-09-30;--:--;   1990.000
1955-10-01;--:--;   2115.000
1955-10-02;--:--;   2454.000
1955-10-03;--:--;   2550.000
1955-10-04;--:--;   2326.000
1955-10-05;--:--;   2454.000
1955-10-06;--:--;   2404.000
1955-10-07;--:--;   1954.000
1955-10-08;--:--;   2115.000
1955-10-09;--:--;   2276.000
1955-10-10;--:--;   3326.000
1955-10-11;--:--;   2180.000
1955-10-12;--:--;   2894.000
1955-10-13;--:--;   2790.000
1955-10-14;--:--;   2730.000
1955-10-15;--:--;   3460.000
1955-10-16;--:--;   3900.000
1955-10-17;--:--;   4602.000
1955-10-18;--:--;   4640.000
1955-10-19;--:--;   4080.000
1955-10-20;--:--;   4170.000
1955-10-21;--:--;   4602.000
1955-10-22;--:--;   4080.000
1955-10-23;--:--;   3708.000
1955-10-24;--:--;   4118.000
1955-10-25;--:--;   4982.000
1955-10-26;--:--;   5350.000
1955-10-27;--:--;   4678.000
1955-10-28;--:--;   4868.000
1955-10-29;--:--;   4868.000
1955-10-30;--:--;   4868.000
1955-10-31;--:--;   5500.000
1955-11-01;--:--;   5500.000
1955-11-02;--:--;   5020.000
1955-11-03;--:--;   5130.000
1955-11-04;--:--;   4414.000
1955-11-05;--:--;   4545.000
1955-11-06;--:--;   4175.000
1955-11-07;--:--;   3820.000
1955-11-08;--:--;   3326.000
1955-11-09;--:--;   3074.000
1955-11-10;--:--;   2920.000
1955-11-11;--:--;   3170.000
1955-11-12;--:--;   3146.000
1955-11-13;--:--;   3505.000
1955-11-14;--:--;   3404.000
1955-11-15;--:--;   4080.000
1955-11-16;--:--;   3580.000
1955-11-17;--:--;   3110.000
1955-11-18;--:--;   3274.000
1955-11-19;--:--;   2920.000
1955-11-20;--:--;   3580.000
1955-11-21;--:--;   4044.000
1955-11-22;--:--;   4306.000
1955-11-23;--:--;   4360.000
1955-11-24;--:--;   4602.000
1955-11-25;--:--;   4080.000
1955-11-26;--:--;   3868.000
1955-11-27;--:--;   4360.000
1955-11-28;--:--;   4792.000
1955-11-29;--:--;   4602.000
1955-11-30;--:--;   3936.000
1955-12-01;--:--;   3990.000
1955-12-02;--:--;   3740.000
1955-12-03;--:--;   3990.000
1955-12-04;--:--;   3550.000
1955-12-05;--:--;   3365.000
1955-12-06;--:--;   3430.000
1955-12-07;--:--;   3170.000
1955-12-08;--:--;   3024.000
1955-12-09;--:--;   3074.000
1955-12-10;--:--;   3024.000
1955-12-11;--:--;   2694.000
1955-12-12;--:--;   2526.000
1955-12-13;--:--;   2610.000
1955-12-14;--:--;   2550.000
1955-12-15;--:--;   2985.000
1955-12-16;--:--;   2920.000
1955-12-17;--:--;   2790.000
1955-12-18;--:--;   2855.000
1955-12-19;--:--;   3404.000
1955-12-20;--:--;   3235.000
1955-12-21;--:--;   2816.000
1955-12-22;--:--;   2730.000
1955-12-23;--:--;   3110.000
1955-12-24;--:--;   3365.000
1955-12-25;--:--;   3740.000
1955-12-26;--:--;   3170.000
1955-12-27;--:--;   2985.000
1955-12-28;--:--;   3074.000
1955-12-29;--:--;   3050.000
1955-12-30;--:--;   3274.000
1955-12-31;--:--;   3460.000
1956-01-01;--:--;   3580.000
1956-01-02;--:--;   3660.000
1956-01-03;--:--;   3900.000
1956-01-04;--:--;   3772.000
1956-01-05;--:--;   3772.000
1956-01-06;--:--;   4640.000
1956-01-07;--:--;   4545.000
1956-01-08;--:--;   4175.000
1956-01-09;--:--;   4545.000
1956-01-10;--:--;   4640.000
1956-01-11;--:--;   4488.000
1956-01-12;--:--;   3772.000
1956-01-13;--:--;   3300.000
1956-01-14;--:--;   3170.000
1956-01-15;--:--;   3146.000
1956-01-16;--:--;   3074.000
1956-01-17;--:--;   2985.000
1956-01-18;--:--;   2730.000
1956-01-19;--:--;   2670.000
1956-01-20;--:--;   2526.000
1956-01-21;--:--;   2300.000
1956-01-22;--:--;   2154.000
1956-01-23;--:--;   2050.000
1956-01-24;--:--;   2154.000
1956-01-25;--:--;   2300.000
1956-01-26;--:--;   2730.000
1956-01-27;--:--;   2646.000
1956-01-28;--:--;   2526.000
1956-01-29;--:--;   2894.000
1956-01-30;--:--;   2985.000
1956-01-31;--:--;   3300.000
1956-02-01;--:--;   3024.000
1956-02-02;--:--;   3274.000
1956-02-03;--:--;   2855.000
1956-02-04;--:--;   2574.000
1956-02-05;--:--;   2670.000
1956-02-06;--:--;   2300.000
1956-02-07;--:--;   2365.000
1956-02-08;--:--;   2526.000
1956-02-09;--:--;   2180.000
1956-02-10;--:--;   2180.000
1956-02-11;--:--;   2365.000
1956-02-12;--:--;   2300.000
1956-02-13;--:--;   2646.000
1956-02-14;--:--;   2610.000
1956-02-15;--:--;   2730.000
1956-02-16;--:--;   2670.000
1956-02-17;--:--;   2430.000
1956-02-18;--:--;   2365.000
1956-02-19;--:--;   2326.000
1956-02-20;--:--;   2454.000
1956-02-21;--:--;   2790.000
1956-02-22;--:--;   2574.000
1956-02-23;--:--;   2326.000
1956-02-24;--:--;   2430.000
1956-02-25;--:--;   2946.000
1956-02-26;--:--;   3612.000
1956-02-27;--:--;   3505.000
1956-02-28;--:--;   3300.000
1956-02-29;--:--;   3580.000
1956-03-01;--:--;   3300.000
1956-03-02;--:--;   3550.000
1956-03-03;--:--;   3505.000
1956-03-04;--:--;   3660.000
1956-03-05;--:--;   3196.000
1956-03-06;--:--;   2730.000
1956-03-07;--:--;   2694.000
1956-03-08;--:--;   2454.000
1956-03-09;--:--;   2526.000
1956-03-10;--:--;   2730.000
1956-03-11;--:--;   2454.000
1956-03-12;--:--;   2946.000
1956-03-13;--:--;   3900.000
1956-03-14;--:--;   3550.000
1956-03-15;--:--;   3274.000
1956-03-16;--:--;   2894.000
1956-03-17;--:--;   2365.000
1956-03-18;--:--;   2050.000
1956-03-19;--:--;   2204.000
1956-03-20;--:--;   2766.000
1956-03-21;--:--;   2855.000
1956-03-22;--:--;   2646.000
1956-03-23;--:--;   2894.000
1956-03-24;--:--;   2670.000
1956-03-25;--:--;   2490.000
1956-03-26;--:--;   3274.000
1956-03-27;--:--;   3170.000
1956-03-28;--:--;   2646.000
1956-03-29;--:--;   2326.000
1956-03-30;--:--;   2240.000
1956-03-31;--:--;   2300.000
1956-04-01;--:--;   2430.000
1956-04-02;--:--;   2490.000
1956-04-03;--:--;   2646.000
1956-04-04;--:--;   2490.000
1956-04-05;--:--;   2115.000
1956-04-06;--:--;   2180.000
1956-04-07;--:--;   2050.000
1956-04-08;--:--;   2276.000
1956-04-09;--:--;   2574.000
1956-04-10;--:--;   2180.000
1956-04-11;--:--;   2180.000
1956-04-12;--:--;   2526.000
1956-04-13;--:--;   2276.000
1956-04-14;--:--;   3708.000
1956-04-15;--:--;   3660.000
1956-04-16;--:--;   3990.000
1956-04-17;--:--;   4175.000
1956-04-18;--:--;   4414.000
1956-04-19;--:--;   4080.000
1956-04-20;--:--;   3772.000
1956-04-21;--:--;   3274.000
1956-04-22;--:--;   3024.000
1956-04-23;--:--;   2694.000
1956-04-24;--:--;   2526.000
1956-04-25;--:--;   2154.000
1956-04-26;--:--;   2204.000
1956-04-27;--:--;   2076.000
1956-04-28;--:--;   1930.000
1956-04-29;--:--;   1954.000
1956-04-30;--:--;   2204.000
1956-05-01;--:--;   2490.000
1956-05-02;--:--;   2026.000
1956-05-03;--:--;   2026.000
1956-05-04;--:--;   2154.000
1956-05-05;--:--;   2180.000
1956-05-06;--:--;   2430.000
1956-05-07;--:--;   2115.000
1956-05-08;--:--;   3024.000
1956-05-09;--:--;   3326.000
1956-05-10;--:--;   3326.000
1956-05-11;--:--;   2988.000
1956-05-12;--:--;   2790.000
1956-05-13;--:--;   3365.000
1956-05-14;--:--;   3868.000
1956-05-15;--:--;   4080.000
1956-05-16;--:--;   3772.000
1956-05-17;--:--;   4118.000
1956-05-18;--:--;   3550.000
1956-05-19;--:--;   3505.000
1956-05-20;--:--;   3170.000
1956-05-21;--:--;   3110.000
1956-05-22;--:--;   3505.000
1956-05-23;--:--;   3235.000
1956-05-24;--:--;   3326.000
1956-05-25;--:--;   3990.000
1956-05-26;--:--;   3365.000
1956-05-27;--:--;   3050.000
1956-05-28;--:--;   2766.000
1956-05-29;--:--;   3050.000
1956-05-30;--:--;   3612.000
1956-05-31;--:--;   3740.000
1956-06-01;--:--;   3300.000
1956-06-02;--:--;   3110.000
1956-06-03;--:--;   2855.000
1956-06-04;--:--;   2816.000
1956-06-05;--:--;   2855.000
1956-06-06;--:--;   2550.000
1956-06-07;--:--;   2790.000
1956-06-08;--:--;   2985.000
1956-06-09;--:--;   3170.000
1956-06-10;--:--;   3365.000
1956-06-11;--:--;   3274.000
1956-06-12;--:--;   3074.000
1956-06-13;--:--;   3074.000
1956-06-14;--:--;   3612.000
1956-06-15;--:--;   3868.000
1956-06-16;--:--;   3868.000
1956-06-17;--:--;   4080.000
1956-06-18;--:--;   3936.000
1956-06-19;--:--;   4044.000
1956-06-20;--:--;   4925.000
1956-06-21;--:--;   3936.000
1956-06-22;--:--;   4175.000
1956-06-23;--:--;   3772.000
1956-06-24;--:--;   3170.000
1956-06-25;--:--;   3300.000
1956-06-26;--:--;   3326.000
1956-06-27;--:--;   3074.000
1956-06-28;--:--;   3170.000
1956-06-29;--:--;   3196.000
1956-06-30;--:--;   3196.000
1956-07-01;--:--;   3170.000
1956-07-02;--:--;   3274.000
1956-07-03;--:--;   3430.000
1956-07-04;--:--;   3074.000
1956-07-05;--:--;   2790.000
1956-07-06;--:--;   2790.000
1956-07-07;--:--;   2610.000
1956-07-08;--:--;   2326.000
1956-07-09;--:--;   2240.000
1956-07-10;--:--;   2204.000
1956-07-11;--:--;   2050.000
1956-07-12;--:--;   2204.000
1956-07-13;--:--;   2816.000
1956-07-14;--:--;   3274.000
1956-07-15;--:--;   3170.000
1956-07-16;--:--;   2454.000
1956-07-17;--:--;   2154.000
1956-07-18;--:--;   1906.000
1956-07-19;--:--;   2026.000
1956-07-20;--:--;   2180.000
1956-07-21;--:--;   2076.000
